發生地點,發生時間點,行政區,車種,受傷人數,緯度,經度
臺北市中正區仁愛路1段 / 臺北市中正區紹興南街,2020/8/9 上午 02:46:00,中正區,普通重型-機車;普通重型-機車,1,25.038637,121.52342
臺北市中正區仁愛路1段 / 臺北市中正區中山南路,2020/9/21 下午 07:30:00,中正區,計程車-小客車;普通重型-機車;警備車-特種車,1,25.039271,121.518046
臺北市中正區仁愛路1段 / 臺北市中正區中山南路,2020/2/5 下午 01:12:00,中正區,自用-小客車;普通重型-機車,1,25.039337,121.517886
臺北市中正區仁愛路1段 / 臺北市中正區中山南路,2020/2/12 下午 03:00:00,中正區,普通重型-機車;自用-小客車,1,25.039349,121.517843
臺北市中正區仁愛路1段17號前0.0公尺,2020/10/16 上午 07:52:00,中正區,普通重型-機車,1,25.038849,121.52188
臺北市中正區仁愛路1段17號前0.0公尺,2020/10/21 下午 05:25:00,中正區,自用-小客車;腳踏自行車-慢車,1,25.038957,121.521761
臺北市中正區仁愛路1段2-4號前0.0公尺,2020/9/4 上午 07:44:00,中正區,自用-小客車;乘客-人;普通重型-機車,1,25.038611,121.520866
臺北市中正區仁愛路1段24號前0.0公尺,2020/9/21 下午 07:42:00,中正區,普通輕型-機車;普通重型-機車;普通重型-機車,1,25.038504,121.522429
臺北市中正區仁愛路1段2號前0.0公尺,2020/1/3 上午 09:46:00,中正區,腳踏自行車-慢車;自用-小客車,1,25.038558,121.52163
臺北市中正區仁愛路1段42號前0.0公尺,2020/6/13 上午 10:30:00,中正區,自用-小客車;腳踏自行車-慢車,1,25.038217,121.524249
臺北市中正區仁愛路1段50號前0.0公尺,2020/7/15 上午 09:16:00,中正區,普通重型-機車;自用-小客車;乘客-人,2,25.03825,121.524591
臺北市中正區仁愛路1段59號前0.0公尺,2020/9/18 下午 04:40:00,中正區,其他人-人,1,25.03843,121.525189
臺北市中正區仁愛路1段前0.0公尺,2020/9/11 下午 09:18:00,中正區,自用-小客車;自用-小客車,2,25.038706,121.522176
臺北市中正區仁愛路2段 / 臺北市中正區杭州南路1段,2020/7/14 下午 09:50:00,中正區,普通重型-機車;計程車-小客車,1,25.038183,121.525221
臺北市中正區仁愛路2段 / 臺北市中正區杭州南路1段,2020/9/7 上午 10:10:00,中正區,自用-小客車;普通重型-機車,1,25.038393,121.525247
臺北市中正區仁愛路2段 / 臺北市中正區杭州南路1段,2020/4/7 下午 05:40:00,中正區,計程車-小客車;普通重型-機車,1,25.038835,121.525423
臺北市中正區仁愛路2段 / 臺北市中正區金山南路1段,2020/10/12 下午 05:30:00,中正區,自用-小客車;普通重型-機車,1,25.038055,121.528045
臺北市中正區仁愛路2段 / 臺北市中正區金山南路1段,2020/7/1 下午 04:29:00,中正區,計程車-小客車;行人-人,1,25.038055,121.528255
臺北市中正區仁愛路2段 / 臺北市中正區金山南路1段,2020/6/28 下午 03:09:00,中正區,普通重型-機車;普通重型-機車;普通重型-機車,1,25.038065,121.528339
臺北市中正區仁愛路2段 / 臺北市中正區金山南路1段,2020/10/8 下午 06:44:00,中正區,普通重型-機車;普通重型-機車;乘客-人,2,25.038078,121.528246
臺北市中正區仁愛路2段 / 臺北市中正區金山南路1段,2020/6/8 下午 09:30:00,中正區,自用-小客車;普通重型-機車,1,25.038085,121.528219
臺北市中正區仁愛路2段 / 臺北市中正區金山南路1段,2020/4/11 下午 08:58:00,中正區,自用-小客車;行人-人,1,25.038114,121.528282
臺北市中正區仁愛路2段 / 臺北市中正區金山南路1段,2020/3/1 下午 10:24:00,中正區,自用-小客車;普通重型-機車,1,25.03812,121.528187
臺北市中正區仁愛路2段 / 臺北市中正區金山南路1段,2020/10/30 下午 12:40:00,中正區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.038139,121.52822
臺北市中正區仁愛路2段 / 臺北市中正區金山南路1段,2020/2/6 下午 02:01:00,中正區,自用-小客車;大型重型2(250-550C.C.)-機車,1,25.038142,121.528345
臺北市中正區仁愛路2段 / 臺北市中正區金山南路1段,2020/2/19 下午 06:43:00,中正區,行人-人;普通重型-機車;普通重型-機車,3,25.038149,121.52813
臺北市中正區仁愛路2段 / 臺北市中正區金山南路1段,2020/12/7 上午 08:25:00,中正區,自用-小客車;自用-小客車,1,25.038171,121.52823
臺北市中正區仁愛路2段 / 臺北市中正區金山南路1段,2020/4/24 下午 11:02:00,中正區,普通重型-機車;普通重型-機車;乘客-人,2,25.03832,121.528239
臺北市中正區仁愛路2段 / 臺北市中正區金山南路1段,2020/8/1 下午 05:08:00,中正區,自用-小客車;普通重型-機車,1,25.038347,121.528429
臺北市中正區仁愛路2段 / 臺北市中正區金山南路1段,2020/12/17 下午 05:48:00,中正區,普通重型-機車,1,25.038348,121.52853
臺北市中正區仁愛路2段 / 臺北市中正區金山南路1段,2020/2/4 上午 11:18:00,中正區,自用-小客車;普通重型-機車,1,25.038349,121.528407
臺北市中正區仁愛路2段 / 臺北市中正區連雲街,2020/5/14 下午 07:55:00,中正區,自用-小客車;普通重型-機車;自用-小客車;自用-小貨車(含客、貨兩用),1,25.03804,121.532296
臺北市中正區仁愛路2段 / 臺北市中正區臨沂街,2020/10/9 下午 03:00:00,中正區,民營公車-大客車;乘客-人,1,25.038233,121.529672
臺北市中正區仁愛路2段 / 臺北市中正區仁愛路2段,2020/5/1 下午 11:30:00,中正區,普通重型-機車;普通重型-機車,1,25.038088,121.531268
臺北市中正區仁愛路2段 / 臺北市中正區仁愛路2段,2020/7/16 下午 04:56:00,中正區,自用-小客車;普通重型-機車;自用-小客車,1,25.038303,121.531636
臺北市中正區仁愛路2段 / 臺北市中正區新生南路1段,2020/5/7 下午 04:20:00,中正區,普通重型-機車;普通重型-機車,2,25.038041,121.532649
臺北市中正區仁愛路2段 / 臺北市中正區新生南路1段,2020/4/23 上午 08:19:00,中正區,計程車-小客車;普通重型-機車,1,25.038052,121.532615
臺北市中正區仁愛路2段 / 臺北市中正區新生南路1段,2020/4/24 上午 07:42:00,中正區,自用-小客車;行人-人,1,25.038059,121.532545
臺北市中正區仁愛路2段 / 臺北市中正區新生南路1段,2020/5/6 上午 10:15:00,中正區,普通重型-機車;普通重型-機車,2,25.038301,121.532665
臺北市中正區仁愛路2段 / 臺北市中正區新生南路1段,2020/10/25 下午 01:48:00,中正區,自用-小客車;普通重型-機車;乘客-人,2,25.038312,121.532606
臺北市中正區仁愛路2段 / 臺北市中正區新生南路1段,2020/2/25 下午 07:58:00,中正區,普通重型-機車;普通重型-機車,1,25.038323,121.532645
臺北市中正區仁愛路2段 / 臺北市中正區新生南路1段,2020/2/11 下午 03:02:00,中正區,普通重型-機車;普通重型-機車,2,25.039013,121.531724
臺北市中正區仁愛路2段108號前0.0公尺,2020/10/22 下午 05:50:00,中正區,自用-小客車;普通重型-機車,1,25.038044,121.532432
臺北市中正區仁愛路2段110號前0.0公尺,2020/12/12 下午 05:46:00,中正區,普通重型-機車;乘客-人,2,25.038062,121.532682
臺北市中正區仁愛路2段14巷前0.0公尺口,2020/6/2 下午 05:28:00,中正區,普通重型-機車;營業用-小貨車(含客、貨兩用),1,25.038153,121.526124
臺北市中正區仁愛路2段15號前0.0公尺,2020/6/23 下午 04:52:00,中正區,普通重型-機車;計程車-小客車;乘客-人,2,25.038363,121.526982
臺北市中正區仁愛路2段25號前0.0公尺,2020/7/22 下午 12:50:00,中正區,普通重型-機車;計程車-小客車,1,25.038369,121.527424
臺北市中正區仁愛路2段25號前0.0公尺,2020/8/25 下午 03:05:00,中正區,普通重型-機車;普通重型-機車,2,25.038372,121.527167
臺北市中正區仁愛路2段31號前0.0公尺,2020/7/6 上午 10:50:00,中正區,計程車-小客車;普通重型-機車,1,25.038343,121.527876
臺北市中正區仁愛路2段39號前0.0公尺,2020/7/3 上午 11:58:00,中正區,普通重型-機車;腳踏自行車-慢車,1,25.038488,121.5286
臺北市中正區仁愛路2段40號前0.0公尺,2020/8/30 上午 09:05:00,中正區,行人-人;自用-小客車,1,25.038135,121.527402
臺北市中正區仁愛路2段47號前0.0公尺,2020/2/17 上午 08:40:00,中正區,普通重型-機車;自用-小客車;乘客-人,2,25.038343,121.529238
臺北市中正區仁愛路2段48號前0.0公尺,2020/10/7 下午 02:53:00,中正區,普通重型-機車;普通重型-機車,2,25.038216,121.528075
臺北市中正區仁愛路2段5號前0.0公尺,2020/10/14 上午 10:13:00,中正區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.038458,121.525691
臺北市中正區仁愛路2段61號前0.0公尺,2020/2/15 上午 08:54:00,中正區,普通重型-機車;普通重型-機車,2,25.038475,121.530134
臺北市中正區仁愛路2段7號前0.0公尺,2020/6/15 上午 11:28:00,中正區,自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用),1,25.038391,121.525532
臺北市中正區仁愛路2段96號前0.0公尺,2020/2/2 下午 04:13:00,中正區,自用-小客車;普通重型-機車,1,25.038059,121.531538
臺北市中正區仁愛路2段97號前0.0公尺,2020/5/13 下午 05:44:00,中正區,普通重型-機車;計程車-小客車,1,25.03833,121.532107
臺北市中正區仁愛路2段99號前0.0公尺,2020/11/9 下午 03:10:00,中正區,租賃車-小客車;普通重型-機車,1,25.038314,121.532498
臺北市中正區仁愛路2段9號前0.0公尺北側,2020/5/8 下午 05:27:00,中正區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.038392,121.526113
臺北市中正區三元街 / 臺北市中正區和平西路2段,2020/3/26 上午 12:20:00,中正區,普通重型-機車;行人-人,1,25.027727,121.514365
臺北市中正區三元街 / 臺北市中正區南海路,2020/8/19 下午 09:50:00,中正區,計程車-小客車;計程車-小客車;乘客-人;乘客-人,1,25.029466,121.508878
臺北市中正區三元街 / 臺北市中正區南海路,2020/12/31 上午 07:54:00,中正區,計程車-小客車;普通重型-機車,1,25.029545,121.508982
臺北市中正區三元街 / 臺北市中正區南海路,2020/12/2 下午 05:35:00,中正區,自用-小貨車(含客、貨兩用);普通重型-機車;普通輕型-機車;乘客-人,2,25.029597,121.508923
臺北市中正區三元街 / 臺北市中正區南海路,2020/7/21 下午 04:50:00,中正區,自用-小客車;大型重型2(250-550C.C.)-機車,2,25.029684,121.508923
臺北市中正區三元街 / 臺北市中正區南海路,2020/5/13 下午 09:20:00,中正區,普通重型-機車;普通重型-機車,1,25.029774,121.508896
臺北市中正區三元街 / 臺北市中正區南海路口,2020/6/5 下午 12:49:00,中正區,普通重型-機車;普通重型-機車,1,25.029458,121.508883
臺北市中正區三元街 / 臺北市中正區寧波西街,2020/6/16 下午 03:55:00,中正區,自用-小客車;普通重型-機車,1,25.027908,121.511357
臺北市中正區三元街 / 臺北市中正區寧波西街,2020/7/16 下午 06:40:00,中正區,計程車-小客車;普通重型-機車,1,25.027927,121.511361
臺北市中正區三元街 / 臺北市中正區寧波西街,2020/7/19 上午 11:25:00,中正區,普通重型-機車;普通重型-機車,1,25.027932,121.511362
臺北市中正區三元街 / 臺北市中正區寧波西街,2020/1/8 下午 09:57:00,中正區,普通重型-機車;普通輕型-機車,2,25.02794,121.511363
臺北市中正區三元街 / 臺北市中正區寧波西街,2020/6/8 下午 07:05:00,中正區,普通重型-機車,1,25.027998,121.511489
臺北市中正區三元街 / 臺北市中正區寧波西街,2020/2/17 上午 08:10:00,中正區,自用-小客車;普通重型-機車,1,25.028006,121.511381
臺北市中正區三元街 / 臺北市中正區寧波西街,2020/2/11 下午 06:25:00,中正區,自用-小客車;普通重型-機車,1,25.028006,121.511381
臺北市中正區三元街 / 臺北市中正區寧波西街,2020/5/11 下午 06:40:00,中正區,普通重型-機車;普通重型-機車,2,25.028006,121.511381
臺北市中正區三元街 / 臺北市中正區寧波西街,2020/11/17 上午 08:40:00,中正區,普通重型-機車;普通重型-機車,1,25.028006,121.511381
臺北市中正區三元街 / 臺北市中正區寧波西街口,2020/10/8 上午 08:50:00,中正區,普通重型-機車;普通重型-機車;乘客-人,2,25.027928,121.511445
臺北市中正區三元街 / 臺北市中正區寧波西街口,2020/9/1 下午 02:50:00,中正區,電動自行車-慢車;普通重型-機車,2,25.02793,121.511431
臺北市中正區三元街 / 臺北市中正區泉州街,2020/3/15 上午 11:50:00,中正區,普通重型-機車;普通重型-機車,2,25.02679,121.512254
臺北市中正區三元街 / 臺北市中正區泉州街,2020/3/20 下午 03:20:00,中正區,自用-小客車;普通重型-機車,1,25.027506,121.514473
臺北市中正區三元街 / 臺北市中正區三元街,2020/12/19 下午 07:30:00,中正區,自用-小客車;普通重型-機車,1,25.027449,121.512876
臺北市中正區三元街 / 臺北市中正區三元街,2020/8/1 下午 07:20:00,中正區,自用-小客車;普通重型-機車;乘客-人,1,25.027494,121.512876
臺北市中正區三元街 / 臺北市中正區汀州路1段,2020/7/11 上午 08:24:00,中正區,普通重型-機車;普通重型-機車,1,25.030677,121.507226
臺北市中正區三元街 / 臺北市中正區汀州路1段,2020/11/13 下午 04:18:00,中正區,普通重型-機車;普通重型-機車,2,25.030684,121.507294
臺北市中正區三元街120號前0.0公尺,2020/12/25 下午 04:00:00,中正區,普通重型-機車;普通重型-機車,2,25.028441,121.510217
臺北市中正區三元街120號前0.0公尺,2020/11/4 上午 08:50:00,中正區,普通重型-機車;普通重型-機車,2,25.028444,121.510189
臺北市中正區三元街227號前0.0公尺,2020/8/15 下午 01:50:00,中正區,計程車-小客車;普通重型-機車,1,25.027507,121.513708
臺北市中正區三元街附近 / 臺北市中正區三元街,2020/6/30 下午 12:13:00,中正區,自用-小客車;普通重型-機車;乘客-人,1,25.027543,121.513241
臺北市中正區紹興南街 / 臺北市中正區丹陽街,2020/2/22 上午 08:24:00,中正區,普通重型-機車;普通重型-機車,1,25.039426,121.523672
臺北市中正區紹興南街 / 臺北市中正區濟南路1段,2020/7/27 下午 05:48:00,中正區,普通重型-機車;普通重型-機車,1,25.042033,121.5245
臺北市中正區紹興南街 / 臺北市中正區濟南路1段,2020/12/18 下午 10:32:00,中正區,計程車-小客車;普通重型-機車,1,25.042038,121.524511
臺北市中正區紹興南街 / 臺北市中正區濟南路1段,2020/6/17 下午 01:46:00,中正區,普通重型-機車;普通重型-機車;乘客-人,3,25.042041,121.524425
臺北市中正區紹興南街 / 臺北市中正區徐州路,2020/7/30 上午 11:20:00,中正區,自用-小客車;普通重型-機車,1,25.040586,121.524
臺北市中正區紹興南街前0.0公尺,2020/3/4 下午 03:28:00,中正區,普通重型-機車;自用-小客車,1,25.040633,121.524004
臺北市中正區師大路 / 臺北市中正區晉江街,2020/4/16 下午 05:02:00,中正區,營業用-小貨車(含客、貨兩用);普通重型-機車,1,25.020878,121.526734
臺北市中正區師大路 / 臺北市中正區汀州路2段口,2020/11/23 下午 06:45:00,中正區,普通重型-機車;普通重型-機車,1,25.021056,121.525346
臺北市中正區師大路 / 臺北市中正區汀州路3段,2020/9/30 上午 08:50:00,中正區,普通重型-機車,1,25.020826,121.525623
